x,y
1047,6.138733061543952
1048,5.161898784200202
1049,4.76924970703125
1050,4.568136772481452
1051,4.663904838887703
1052,4.644751225606452
1053,4.453215092793952
1054,4.711788867187501
1055,4.683058452168952
1056,4.137180468750001
1057,3.466804003906251
1058,2.66235224609375
1059,1.695094780293953
1060,0.6799532763877032
1061,-0.10534487304687445
1062,-0.6177040278299799
1063,-1.086967553220605
1064,-1.5753846918924808
1065,-1.9632453613281244
1066,-2.1068974609374997
1067,-2.0925322504862303
1068,-2.0207062011718744
1069,-1.8483236816406245
1070,-1.6089035156250002
1071,-1.388636962890624
1072,-1.2018892329081048
1073,-1.0917559570312498
1074,-1.048660326658105
1075,-1.0199299067362304
1076,-1.048660326658105
1077,-1.0630255371093735
1078,-1.0390835200174795
1079,-0.9911994868143559
1080,-0.8762778071268542
1081,-0.8331821777343738
1082,-0.8331821777343738
1083,-0.9433154536112305
1084,-1.1540051997049794
1085,-1.3934253657206046
1086,-1.6280571289062493
1087,-1.8483236816406245
1088,-1.9823989746093744
1089,-2.0015525878906244
1090,-1.9057845214843745
1091,-1.7908628417968746
1092,-1.5753846918924808
1093,-1.422155785642481
1094,-1.2785036860331047
1095,-1.1923124262674794
1096,-1.1635820063456048
1097,-1.1252747797831049
1098,-1.1204863769531244
1099,-1.1444283930643557
1100,-1.2401964594706048
1101,-1.3024457031249987
1102,-1.3455413325174792
1103,-1.3599065429687496
1104,-1.36469494579873
1105,-1.3742717524393555
1106,-1.3742717524393555
1107,-1.388636962890624
1108,-1.40300217236123
1109,-1.388636962890624
1110,-1.3742717524393555
1111,-1.3072341059549792
1112,-1.2737152832031242
1113,-1.2593500727518556
1114,-1.2785036860331047
1115,-1.2497732661112302
1116,-1.1827356196268557
1117,-1.1252747797831049
1118,-1.1683704101562498
1119,-1.2689268793924793
1120,-1.3407529296874987
1121,-1.3790601562499987
1122,-1.422155785642481
1123,-1.47961662548623
1124,-1.5227122558593749
1125,-1.5466542719706045
1126,-1.5227122558593749
1127,-1.4748282226562495
1128,-1.4317325922831046
1129,-1.407790576171875
1130,-1.3551181391581046
1131,-1.2258312499999988
1132,-1.1300631835937498
1133,-1.1827356196268557
1134,-1.2449848632812497
1135,-1.3215993164062496
1136,-1.3599065429687496
1137,-1.2880804926737301
1138,-1.034295117187499
1139,-0.603338818359374
1140,-0.16759411572060579
1141,0.201112944356451
1142,0.5171475585937504
1143,0.6895300781250011
1144,0.8236053710937501
1145,0.8906430224814521
1146,0.967257475606452
1147,0.9864110888877029
1148,1.005564702168952
1149,1.0247183154502029
1150,1.01514150390625
1151,0.9481038623252029
1152,0.833182182637703
1153,0.6512228515625011
1154,0.5458779834189524
1155,1.1013327685752028
1156,3.9456443359375015
1157,9.691728320312501
1158,11.6837041015625
1159,8.609549174825199
1160,5.659892729512702
1161,4.61602080078125
1162,4.61602080078125
1163,4.874594584981452
1164,5.0948611328125
1165,5.1810523974814515
1166,5.1714755859375
1167,5.439626171875
1168,5.928043315450202
1169,5.9184665039062505
1170,4.826710546875001
1171,3.3327287109375003
1172,1.9249381396689529
1173,0.6129156250000012
1174,-0.39743747509560556
1175,-0.9911994868143559
